"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Jamaica","JAM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.657","15.885","15.81","16.136","16.202","16.347","16.443","16.531","16.602","16.703","16.775","16.78","16.771","16.927","16.964","16.945","17.016","17.108","18.479","20.382","20.313","23.382","27.279","26.461","25.919","24.747","21.799","18.176","16.046","20.219","18.607","14.577",
"Jordan","JOR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.223","37.294","38.573","34.297","29.848","28.176","28.484","28.839","29.144","29.402","31.636","33.143","31.357","32.158","33.217","31.523","30.503","29.686","30.469","29.361","30.219","28.406","29.192","27.468","30.917","35.617","35.391","38.88","37.122","42.349","40.28","39.424",
"Japan","JPN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.487","4.516","5.018","5.597","6.202","6.664","6.68","7.707","9.178","9.212","9.606","10.07","10.188","9.565","8.717","8.294","7.872","7.303","9.204","9.437","8.303","8.227","6.806","6.288","5.473","5.117","4.602","3.671","3.935","4.639","4.559","4.234",
"Kazakhstan","KAZ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.752","1.923","2.128","14.399","20.732","24.135","24.134","24.376","24.766","23.183","18.823","16.756","14.385","14.15","12.69","11.089","9.265","7.392","6.676","5.212","4.571","3.931","3.914","3.847","3.794","3.832","3.78","3.841","3.899","3.765","3.999","3.846",
"Kenya","KEN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.727","6.813","6.829","6.821","6.821","6.852","6.948","6.896","6.929","6.971","6.906","6.985","6.943","6.912","6.917","6.934","6.962","7.149","7.122","7.061","7.175","7.236","7.297","7.307","7.338","7.374","9.048","10.689","12.43","13.83","13.475","13.352",
"Kyrgyz Republic","KGZ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.233","2.459","2.617","2.747","3.092","3.428","3.648","3.723","3.915","4.105","4.261","4.331","4.619","4.802","4.833","5.036","5.253","5.38","5.399","5.541","5.863","5.995","6.248","6.403","6.623","6.855","7.091","7.274","9.023","8.57","9.161","8.875",
"Cambodia","KHM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.737","1.769","1.757","1.186","1.815","1.739","1.761","1.826","2.001","1.99","1.977","1.958","1.999","2.039","2.093","2.092","2.104","1.332","0.805","0.968","0.602","0.679","0.772","1.071","0.773","1.163","0.38","0.405","0.431","0.785","0.679","0.849",
"Kiribati","KIR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.15","7.458","8.769","7.109","6.148","5.999","7.456","15.707","13.883","9.997","9.357","7.918","9.434","9.803","9.325","8.913","7.842","8.653","9.215","8.527","8.297","7.732","7.918","8.579","9.912","10.155","9.774","10.101","9.844","10.144","8.055","6.879",
"Kuwait","KWT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.381","3.122","3.065","2.813","2.96","2.916","2.83","2.76","2.696","3.088","3.086","4.332","5.352","7.214","6.49","5.635","6.624","7.71","7.293","8.992","10.534","12.255","13.932","15.375","16.196","15.176","15.13","15.077","15.031","19.315","17.136","15.384",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.565431547329","10.6129285226342","10.7902257109891","11.6839762993929","14.1095661623926","14.5058896265186","14.4423222953357","15.2644811004516","16.2336581970691","16.4361202922635","15.9670034496081","16.8663901831377","16.7569331748215","16.2885189067815","16.0328534549493","15.030912376837","14.2938924431945","13.8971772368597","15.6329665041914","14.4940432281246","14.1444601037547","13.4502575585646","13.5855837495077","13.4582003384512","14.6503765701395","17.2998585526724","17.6380812813268","17.6157800085788","17.6508166745734","20.7894601002312","18.8749121208604","15.1294341407776",
"Lao PDR","LAO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.571","5.531","5.577","5.467","5.657","5.415","5.171","5.137","4.625","4.458","4.178","3.881","3.582","3.274","2.95","2.627","2.4","2.133","1.881","1.599","2.178","2.754","3.337","3.944","4.555","5.168","5.786","5.853","5.927","6.676","6.502","4.784",
"Lebanon","LBN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.334","19.597","19.823","20.09","20.342","20.414","20.82","20.681","20.67","20.508","20.294","20.152","20.008","19.788","20.566","21.3","21.836","18.414","15.03","15.951","16.956","17.791","18.626","19.51","20.408","21.203","21.948","22.642","23.316","26.56","25.152","25.504",
"Liberia","LBR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.782","3.723","3.669","3.64","3.535","3.439","3.398","3.385","3.362","3.332","3.378","3.357","3.381","3.324","3.297","3.268","3.24","3.219","3.196","3.166","2.774","2.377","1.97","1.556","1.927","2.298","2.343","2.395","2.449","3.505","3.085","3.084",
"Libya","LBY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.265","43.832","44.104","44.247","44.702","44.672","44.941","45.177","45.432","45.553","45.729","45.866","45.849","46.264","46.467","46.959","47.42","47.921","48.418","48.775","49.804","49.766","50.445","50.577","50.255","50.086","49.497","49.597","49.716","52.241","51.356","51.471",
"St. Lucia","LCA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.634","26.566","26.735","27.175","25.405","26.176","32.918","35.079","29.371","27.155","30.491","33.703","37.167","38.657","35.045","30.602","27.193","25.391","31.327","35.486","39.76","40.95","48.621","47.506","46.621","45.541","44.659","41.623","35.533","43.885","43.569","40.02",
"Latin America & Caribbean","LCN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2341331753882","11.0891455060499","11.1301123401054","12.1280873625704","14.3943354066597","15.0816957314413","14.956628087831","15.6445108845216","16.9626800116916","17.1039463083015","16.6283432783172","17.7055777576509","17.6577830095865","17.0683545507536","16.431283983755","15.3280455928389","14.5428804288686","14.1788905027654","15.8599984630932","14.7413520965447","14.354122847225","13.6792834521274","13.906223331453","13.7313874883491","14.6979063912061","17.0279468402354","17.4103017528234","17.4190912754209","17.5340094302322","20.7192476963242","18.7685760920655","15.1134573639541",
"Least developed countries: UN classification","LDC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34612047433032","8.40484464691502","8.42647112391281","8.42325131060931","8.39802485938508","8.43149442025806","8.610849449073","8.7802179040134","8.98173148193715","9.20800131016894","9.0421553110582","8.8871740414402","8.75124686808194","8.96981823331377","9.19265806575664","8.94981604106218","9.09511849335083","9.16235095597612","9.26725803962195","9.34330491644276","9.61865949941786","9.72107896995574","9.74198381224182","9.76481192074195","10.0067113612712","10.2484218746471","10.6438016490874","10.4526757039865","10.4614208436396","11.9560406027142","11.5832532027144","11.3046293254902",
"Low income","LIC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.85954360614734","8.89806345433847","8.95393879414116","9.00665188660577","8.98718691809452","9.09674745162402","9.2487305792652","9.38480535366994","9.49560777350688","9.68585393286656","9.79734836462184","9.72219305997726","9.62489301622278","9.40557840067275","9.20820576309079","9.26020902054498","9.39444512106065","9.61835913991836","9.19210748637521","9.70102360954096","9.97805171253935","10.0654958800861","9.79280862856108","9.8430787451783","10.1240041645064","10.3706404519547","10.6278923463815","10.6694324776593","10.7261272313279","12.0429626026436","11.267830526589","11.2001520069804",
"Liechtenstein","LIE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.658","35.932","35.481","34.654","34.568","33.196","31.929","25.958","26.46","23.947","25.319","28.797","27.761","28.471","27.873","22.24","21.567","18.791","21.207","18.722","16.83","16.848","18.078","18.787","19.261","20.074","17.399","20.489","20.375","20.967","21.121","26.123",
"Lower middle income","LMC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2922933974436","11.3887827305839","11.6346338945695","11.6809378258262","12.0475229585002","12.048228927648","12.2298832284642","12.5224421292261","12.7625796661308","13.0666006645094","13.2004501676687","13.1241148291895","13.1480733795688","13.0049633700045","13.3153113456527","13.3632798367183","13.4414102409531","13.7545739698884","14.3163449768455","14.7087774769376","15.1659054438388","15.9061796391261","16.3890480852152","16.7475933919682","17.6304655080499","18.1262048174269","18.5800773449169","18.7492483951848","17.1231272866157","21.4699763259177","18.2339496542385","17.7729134662387",
"Low & middle income","LMY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.23178543403177","9.39165750403904","9.85994796587366","10.4759143301351","11.1392385616678","11.4055535522627","11.7157664812598","12.2474983649342","12.5920534756712","12.6574529908802","12.9216314749954","13.2060255961843","13.36740570792","13.2432273272261","13.3944772304869","13.1654399705588","12.9878396760336","13.1150681007624","13.7499574775097","13.7605681435875","13.9133386208012","14.1826524089069","14.4811991101566","14.7655026385617","15.5094576858924","16.0328022383191","16.2772050207969","16.3675936500543","15.6569757528487","18.7674893497653","16.7471968789629","16.16932272719",
"Lesotho","LSO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.338","23.353","23.476","23.419","23.526","23.458","23.522","23.598","23.643","23.562","23.604","23.73","23.648","23.782","23.778","23.809","23.886","23.935","24.244","24.15","24.294","24.367","24.646","24.737","24.782","24.829","25.106","25.097","25.116","27.866","26.907","26.657",
"Late-demographic dividend","LTE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.37537395005949","7.44685832147985","8.01216855108204","8.79910123543171","9.3089543310572","9.9063884906867","10.5738189394975","11.3330393568091","11.8685774629601","11.6721923148827","12.0800259359421","12.4782714979297","12.9382589015831","12.5719418496494","12.416345407237","11.9794541865206","11.4379334686531","11.563699555686","12.4695205904432","11.8665603460223","11.8472951619395","11.8249278576555","11.8818225079474","12.0165377789099","12.689101764914","13.5147823038873","13.6181606997274","13.0280138306015","13.5210403575911","15.7451094691519","15.2058312641371","14.505185739378",
"Lithuania","LTU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.024","2.228","25.474","25.289","31.752","29.563","25.332","25.201","25.423","28.537","31.548","20.447","26.959","20.274","15.761","9.974","8.399","13.366","29.619","35.768","32.608","26.693","21.933","19.294","16.34","14.485","13.279","11.13","11.87","19.588","14.316","11.045",
"Luxembourg","LUX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.613","3.711","4.339","7.903","7.279","9.263","7.285","6.415","6.765","6.387","6.358","6.946","10.915","16.82","13.646","16.011","14.886","17.827","17.142","14.177","16.764","18.668","15.473","22.408","17.357","18.886","15.402","14.211","16.989","23.239","16.981","17.538",
"Latvia","LVA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.097","12.49","31.105","34.533","35.139","38.168","27.626","26.913","23.545","21.271","24.191","25.311","20.46","21.886","15.177","13.683","10.594","13.699","33.552","36.312","31.122","28.625","23.286","19.628","16.312","17.282","16.981","12.192","12.419","14.863","14.774","13.196",
"Macao SAR, China","MAC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.896","3.6","3.328","3.984","5.759","6.764","7.503","9.185","11.587","10.879","9.84","10.831","11.789","10.45","8.252","7.149","6.49","5.889","7.526","5.41","5.747","5.468","4.119","3.839","4.322","4.975","5.049","5.064","4.654","7.696","6.015","7.046",
"St. Martin (French part)","MAF","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.518","19.933","20.005","19.777","20.379","19.932","20.472","20.307","20.609","20.271","18.848","17.586","17.037","15.445","15.718","16.488","15.598","18.233","16.649","17.658","17.973","18.685","19.204","20.012","20.864","22.317","22.251","22.433","22.579","26.501","24.888","24.938",
"Monaco","MCO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.952","7.715","7.448","11.912","10.495","15.574","15.345","19.416","21.388","16.069","16.536","15.263","18.194","19.829","18.892","17.169","14.467","11.246","15.476","17.968","14.973","13.19","12.245","9.326","12.353","10.961","11.849","7.106","10.379","10.771","9.133","8.11",
"Madagascar","MDG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.755","7.724","7.795","7.912","7.976","8.063","8.14","8.24","8.332","8.441","7.751","7.604","6.899","4.624","2.271","2.637","3.05","3.528","4.185","4.941","3.24","1.016","1.794","2.563","3.339","3.378","3.424","3.478","3.518","4.48","4.188","3.949",
"Maldives","MDV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.013","1.982","1.948","1.913","1.872","2.385","2.9","3.41","3.914","4.405","6.705","9.061","11.393","13.592","15.636","18.351","20.284","22.57","24.677","23.528","22.234","20.887","19.717","18.384","16.858","15.316","14.923","14.463","13.926","16.33","16.053","15.126",
"Middle East & North Africa","MEA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5603879821758","23.9107964808171","25.3011249346542","25.2419789576939","25.6591077769763","23.6228893914963","23.1093717496374","23.4068848524284","23.3818159581202","25.1380881727545","25.9876217820668","26.0922505284564","26.0069462673816","24.1963828540695","25.1890349925194","24.3689206430538","22.8913966184816","23.0308182863708","22.6447180144039","23.5752528603425","24.5911488724382","26.094798419438","25.662511208019","25.8401326244574","27.0687850419274","27.1673784567911","27.6063297720794","26.4658194652565","25.0238112991984","26.1214872220377","25.5404303524623","24.9910766961799",
"Mexico","MEX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.565","5.601","5.585","7.365","11.624","9.586","7.64","6.683","4.227","5.224","4.97","6.081","7.102","8.196","6.881","6.99","7.134","7.6","10.046","9.72","9.789","9.379","9.399","9.432","8.55","7.668","6.88","6.846","7.217","8.092","7.867","6.357",
"Marshall Islands","MHL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25873867265234","9.42814621299774","9.92853703314188","10.5898256701043","11.3098479158392","11.5921119921478","11.9180224427101","12.4857325400332","12.8542252057603","12.9126257040258","13.1932240162024","13.5131219912712","13.7023059531214","13.5919287409104","13.7811825142341","13.5342946489379","13.3367403131178","13.4642732535637","14.218297777488","14.1903185815788","14.3435313152728","14.6477819392652","15.027122066821","15.3563548673084","16.1773379114935","16.758204214456","17.0232012900208","17.1422780912414","16.3470329816739","19.7343818280416","17.5109108727773","16.8930506502039",
"North Macedonia","MKD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.632","46.966","49.482","53.409","63.324","68.956","63.674","61.352","57.972","57.957","55.453","58.269","65.812","63.926","61.593","59.642","58.165","56.757","55.15","55.234","55.201","54.146","52.379","53.755","47.745","48.957","47.26","46.409","35.481","35.537","36.147","34.905",
"Mali","MLI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.432","2.518","2.45","2.426","2.427","2.362","2.359","2.324","2.325","2.353","2.239","2.31","2.262","2.304","2.267","2.271","2.27","2.255","2.247","2.236","2.236","2.248","2.216","2.174","2.158","2.142","2.233","2.322","2.347","6.737","4.19","4.489",
"Malta","MLT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.617","11.632","11.667","11.666","11.656","11.686","11.767","11.757","11.802","11.854","17.82","15.459","17.613","18.65","16.165","15.545","13.551","11.673","14.558","13.273","13.351","13.831","12.726","11.681","11.614","10.674","10.544","9.058","9.323","10.891","9.508","8.273",
"Myanmar","MMR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.604","1.566","1.53","1.547","1.545","1.555","1.565","1.569","1.541","1.503","1.508","1.525","1.522","1.525","1.537","1.55","1.566","1.585","1.596","1.602","1.616","1.615","1.599","1.588","1.595","2.526","3.6","1.851","1.322","4.964","","",
"Middle East & North Africa (excluding high income)","MNA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7661065074526","24.0891981986683","25.7301857714594","25.8529538125093","26.4434199543443","24.2824618285344","23.7762685399689","24.1695345970755","24.200642487707","26.0700344144846","26.8677882619431","26.6806463754975","26.3521566866074","24.2093053311334","25.2812539006655","24.3799765233544","23.1759446889793","23.5601488393198","23.1093082789837","24.2088220286853","25.3852022510928","27.1394099645306","26.5518442981424","26.6803503712009","28.2102801802453","28.6830530377416","28.6487158072654","27.4730862443095","26.1465749435498","26.8756366259638","26.3573984592944","25.986581868965",
"Montenegro","MNE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.851","47.719","47.61","49.875","51.011","52.186","51.628","52.043","51.692","52.792","53.17","53.729","54.314","55.024","55.652","45.987","35.971","31.909","35.682","36.705","37.043","44.066","41.847","36.027","37.741","36.1","31.892","29.66","25.355","36.333","30.322","28.259",
"Mongolia","MNG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.205","10.133","9.881","9.683","9.536","9.81","9.916","10.089","10.25","10.463","10.572","10.686","11.777","11.848","12.169","12.325","12.473","9.722","10.071","14.608","10.326","8.386","10.61","11.99","12.751","20.188","17.476","16.459","16.091","15.882","17.435","19.371",
"Northern Mariana Islands","MNP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.571","5.716","5.53","5.596","5.67","5.57","5.584","5.701","5.78","6.009","5.968","6.093","6.208","6.275","6.37","6.409","6.511","6.598","6.696","6.78","6.856","6.948","7.042","7.127","7.231","7.27","7.276","7.29","7.319","8.049","8.034","8.052",
"Mauritania","MRT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.505","15.469","15.378","15.502","15.278","15.319","15.448","15.308","15.265","15.359","15.293","15.253","15.161","15.185","15.112","14.941","15.234","15.191","15.175","15.13","15.098","15.087","16.252","17.411","18.57","19.855","20.976","21.017","20.994","22.727","22.146","21.899",
"Mauritius","MUS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.726","22.989","23.28","23.524","23.743","24.155","24.623","25.123","25.824","26.248","27.666","25.555","24.91","24.597","25.609","23.212","24.497","19.194","21.42","23.473","21.555","23.515","22.147","24.726","25.577","22.951","24.197","24.198","22.072","24.364","23.604","22.859",
"Malawi","MWI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.312","7.451","7.253","7.426","7.116","7.162","7.151","7.106","7.071","7.047","7.075","6.98","6.918","6.898","6.9","6.877","6.822","6.832","6.816","6.817","6.819","6.822","6.764","6.793","6.853","6.887","6.902","6.933","6.958","8.09","7.745","7.73",
"Malaysia","MYS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.548","10.884","12.312","11.137","9.791","7.895","7.81","9.761","10.819","9.665","11.193","11.172","11.576","11.475","11.446","10.831","10.696","10.611","11.527","11.305","9.877","10.461","10.295","9.967","11.261","11.097","11.611","11.736","11.27","12.613","12.442","11.7",
"North America","NAC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6564219416053","14.5264734282729","13.7418729165127","12.8388304655316","12.4116874947002","12.3777449066022","11.8752791164868","10.860562052032","10.2869625479861","9.60052062088447","10.7225119322952","12.0831750728865","12.4663124803472","11.9503087958797","11.3384144207958","10.5450835596303","10.5297130762027","12.6411579084247","17.3039973997585","18.0222213508172","16.974862418433","16.0333975567123","15.357089246351","13.4056664892843","11.7554817875666","10.6615664459471","9.46665247416784","8.84827531230252","8.62280425658743","15.3729983419293","10.0656787168379","8.09112811952013",
"Namibia","NAM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.628","33.039","33.743","34.039","37.545","41.262","45.015","42.933","40.738","38.479","39.783","40.861","42.121","42.991","43.616","43.574","43.816","44.126","44.459","44.47","39.268","34.023","40.401","38.641","41.308","44.138","41.283","37.989","38.162","41.013","40.149","39.777",
"New Caledonia","NCL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.161","38.309","38.752","38.929","39.021","40.573","40.243","40.993","40.124","39.797","39.643","39.315","38.664","38.511","37.792","36.711","36.063","35.687","34.479","34.486","35.573","36.692","37.427","38.216","37.203","36.15","34.64","33.612","32.415","46.144","38.191","38.023",
"Niger","NER","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.043","3.035","3.069","3.069","3.078","3.109","3.103","3.027","3.141","3.163","3.082","3.9","4.719","5.512","6.106","5.121","4.159","3.124","2.213","1.27","0.47","3.86","2.315","0.67","0.694","0.713","0.735","0.753","0.776","1.04","0.868","0.708",
"Nigeria","NGA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.484","9.409","9.511","9.509","9.491","9.417","9.441","9.458","9.509","9.465","9.466","9.341","9.496","9.497","9.573","9.594","9.603","9.619","9.616","9.63","9.676","9.789","9.828","10.298","10.817","11.344","11.742","12.159","12.588","14.352","13.649","13.442",
"Nicaragua","NIC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.67","11.668","11.701","11.655","11.659","11.699","11.828","11.909","11.918","12.078","12.196","12.339","12.383","10.514","8.743","8.585","7.873","9.91","12.853","12.344","10.192","8.114","8.934","8.384","8.81","7.394","6.334","10.003","10.106","11.674","11.273","10.71",
